left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,left_hip_angle,right_hip_angle,left_knee_angle,right_knee_angle,Activity
260.46,178.38,22.15,13.29,20.27,39.71,182.93,24.71,Yoga
260.46,180.78,22.15,13.3,20.27,40.59,182.83,19.56,Yoga
260.46,181.79,22.15,13.49,20.27,41.12,182.83,20.06,Yoga
260.46,181.79,22.15,13.49,20.27,41.4,182.83,19.85,Yoga
260.32,181.79,21.93,13.49,20.17,41.4,183.9,22.06,Yoga
260.32,182.25,21.93,13.31,20.17,41.4,183.9,22.96,Yoga
260.32,182.25,21.93,13.31,20.17,41.4,183.9,23.62,Yoga
260.32,182.25,21.93,13.31,20.17,41.4,183.99,23.26,Yoga
260.32,182.25,21.93,13.31,20.17,41.4,183.99,23.96,Yoga
261.05,182.25,22.21,13.31,20.3,41.4,186.09,23.14,Yoga
260.79,182.08,22.21,13.95,20.3,41.86,186.86,23.56,Yoga
260.79,182.08,22.21,13.95,20.3,41.3,186.81,24.77,Yoga
260.79,182.08,22.21,13.95,20.3,41.01,186.81,25.19,Yoga
260.79,182.08,22.21,13.95,20.3,41.3,186.73,22.37,Yoga
260.06,182.08,21.93,13.95,20.79,40.72,186.3,26.59,Yoga
260.06,182.08,21.93,13.95,20.9,40.72,188.0,26.1,Yoga
260.06,182.08,21.48,13.95,21.04,41.3,188.07,23.92,Yoga
260.79,182.08,21.76,13.95,21.3,41.01,189.56,24.75,Yoga
260.79,182.08,21.76,13.95,21.3,40.72,189.56,25.63,Yoga
261.05,183.27,21.76,13.95,21.3,41.3,189.52,24.77,Yoga
261.05,183.27,21.76,13.95,21.49,40.72,188.63,28.49,Yoga
261.05,183.27,21.76,13.95,21.49,40.43,188.65,29.32,Yoga
261.05,182.08,21.76,13.95,21.3,40.43,190.34,29.99,Yoga
261.05,182.55,21.76,13.77,21.6,40.43,190.95,29.58,Yoga
261.05,182.55,21.76,13.77,21.6,40.13,190.95,30.59,Yoga
261.05,182.55,21.76,14.23,21.6,40.59,191.7,34.58,Yoga
261.05,182.55,21.76,14.23,21.6,40.59,198.75,33.62,Yoga
261.05,182.55,21.76,14.23,21.6,40.59,198.23,32.3,Yoga
261.05,182.55,21.76,14.23,21.6,40.59,197.92,32.84,Yoga
261.05,182.55,21.76,14.23,21.6,40.36,195.41,37.57,Yoga
261.05,182.08,21.76,14.43,21.6,40.61,194.09,40.1,Yoga
261.05,182.08,21.76,14.41,21.8,40.59,190.85,39.53,Yoga
261.05,182.08,21.76,14.41,21.8,40.59,190.06,30.44,Yoga
261.05,184.15,21.76,13.53,21.8,40.29,190.06,33.44,Yoga
261.05,184.15,21.76,13.53,21.8,40.29,190.06,36.68,Yoga
261.05,184.15,21.76,13.53,21.99,40.29,188.4,30.86,Yoga
261.05,184.31,21.76,13.37,21.99,40.29,188.4,27.83,Yoga
261.05,184.31,21.76,13.37,22.3,40.29,188.25,27.83,Yoga
261.05,184.31,21.76,13.37,22.3,40.29,188.25,26.88,Yoga
261.05,184.31,21.67,13.37,22.38,40.29,187.37,26.88,Yoga
155.01,197.11,25.96,27.25,322.82,36.6,343.63,19.52,Yoga
153.07,197.27,23.99,25.74,323.95,34.6,346.96,16.33,Yoga
151.99,197.72,23.15,24.66,326.31,33.3,346.75,15.71,Yoga
151.25,197.83,22.43,24.62,326.56,33.49,346.8,15.02,Yoga
151.25,198.19,22.21,24.56,326.48,33.76,346.44,15.41,Yoga
149.7,198.99,21.34,24.17,326.4,33.6,345.99,15.49,Yoga
150.01,198.6,21.08,24.38,326.5,33.42,345.59,15.89,Yoga
150.01,199.4,20.86,23.99,327.17,33.26,345.44,15.98,Yoga
149.61,199.31,20.69,23.86,328.46,33.27,344.51,15.43,Yoga
149.7,199.79,20.55,23.6,329.16,33.12,343.73,15.89,Yoga
149.39,200.45,20.33,23.21,329.44,32.82,343.82,16.12,Yoga
149.39,200.06,20.1,23.38,329.29,32.6,344.23,16.21,Yoga
148.6,200.86,19.6,22.99,329.17,32.53,344.41,16.03,Yoga
149.42,200.86,19.85,22.99,329.33,32.37,344.62,15.64,Yoga
149.5,200.86,19.93,22.95,329.48,32.11,345.02,15.24,Yoga
149.18,200.5,20.16,22.81,329.13,31.88,345.73,15.34,Yoga
149.93,200.77,20.36,22.81,328.9,31.88,345.7,15.34,Yoga
150.4,201.17,20.45,22.42,328.48,31.79,346.08,15.6,Yoga
150.76,201.44,20.45,22.42,328.11,31.79,346.38,15.85,Yoga
150.44,201.03,20.45,22.42,328.11,31.79,346.14,16.57,Yoga
150.47,201.31,20.45,22.42,327.89,31.79,346.29,16.81,Yoga
150.47,201.98,20.67,22.02,327.59,31.85,346.46,16.74,Yoga
150.89,201.9,20.79,22.11,327.56,31.69,346.14,16.84,Yoga
151.33,202.71,20.97,21.71,327.71,31.76,345.89,17.01,Yoga
151.42,203.4,21.09,21.35,327.54,31.86,345.96,17.25,Yoga
151.42,203.84,21.13,21.03,327.51,31.76,345.65,17.27,Yoga
151.42,203.84,21.13,20.88,327.51,31.86,345.65,17.35,Yoga
151.42,204.53,21.16,20.48,327.26,31.86,345.34,17.35,Yoga
151.42,204.82,21.16,20.11,327.18,31.97,345.65,17.59,Yoga
151.46,204.82,21.19,20.11,327.0,32.2,345.73,17.42,Yoga
150.69,204.39,20.79,20.11,326.69,32.27,345.96,17.34,Yoga
150.69,205.04,20.79,20.22,326.62,32.61,346.28,17.17,Yoga
151.06,204.96,20.82,20.38,326.51,32.83,346.52,17.17,Yoga
151.06,204.55,20.82,20.79,326.35,32.99,346.67,17.08,Yoga
151.11,204.35,20.82,20.91,326.35,33.11,346.67,17.08,Yoga
149.9,204.35,20.33,20.91,326.35,33.01,346.67,16.86,Yoga
149.9,203.93,20.33,21.14,326.35,32.99,346.67,16.93,Yoga
150.32,203.42,20.45,21.26,326.33,33.1,346.67,16.93,Yoga
150.7,203.72,20.68,21.26,326.02,33.17,346.82,16.62,Yoga
149.87,204.23,20.41,20.91,325.79,33.07,346.89,16.3,Yoga
149.17,204.54,20.16,20.95,325.73,32.94,346.57,16.47,Yoga
148.76,204.46,19.98,21.07,325.5,33.05,346.87,15.97,Yoga
148.76,204.46,19.98,21.07,325.42,33.12,346.94,15.9,Yoga
148.39,204.77,19.61,21.07,325.31,32.96,346.94,15.74,Yoga
148.43,204.77,19.38,21.07,325.37,33.03,346.94,15.67,Yoga
149.7,204.77,19.67,21.07,325.49,33.03,346.87,15.67,Yoga
150.08,204.65,19.49,21.07,325.26,33.1,347.01,15.34,Yoga
150.14,204.56,19.53,21.19,324.98,33.14,346.92,15.67,Yoga
149.73,204.44,19.11,21.19,324.9,33.21,346.99,15.59,Yoga
149.79,204.44,19.35,20.96,324.58,32.98,347.13,15.68,Yoga
149.79,204.44,19.11,20.96,324.9,32.81,347.06,15.78,Yoga
150.21,204.44,19.11,20.96,325.58,32.81,346.8,15.77,Yoga
150.28,204.76,19.15,20.96,325.9,32.88,346.93,15.7,Yoga
150.28,204.76,18.92,21.0,326.14,32.92,346.87,15.77,Yoga
150.35,204.31,18.95,21.0,326.11,32.92,346.9,15.77,Yoga
150.76,204.23,19.17,21.12,325.96,33.11,346.63,15.7,Yoga
150.35,204.27,18.76,21.25,326.04,33.15,346.55,16.02,Yoga
149.5,204.27,18.38,21.29,326.01,33.27,346.21,16.28,Yoga
149.92,204.27,18.32,21.29,326.31,33.44,346.13,16.19,Yoga
150.5,204.63,18.43,21.18,326.36,33.32,346.03,16.28,Yoga
150.08,204.63,18.25,21.18,326.22,33.32,346.11,16.28,Yoga
150.94,205.41,18.46,21.12,326.42,33.58,345.7,16.46,Yoga
152.3,205.73,19.17,21.16,326.72,33.52,345.55,16.82,Yoga
152.76,205.98,19.41,21.33,326.66,33.58,345.53,16.91,Yoga
152.89,206.77,19.71,21.02,326.42,33.53,345.62,17.01,Yoga
153.86,207.1,20.49,20.58,326.06,33.16,345.95,16.95,Yoga
152.61,206.67,20.11,20.58,326.38,32.98,345.73,17.05,Yoga
152.61,206.58,20.11,20.7,326.21,33.1,345.8,17.05,Yoga
152.15,206.58,20.11,20.7,326.21,33.28,345.78,16.95,Yoga
153.04,206.94,20.13,20.38,326.61,33.22,345.97,17.05,Yoga
152.61,206.94,20.19,19.89,326.74,32.9,345.53,17.15,Yoga
152.7,206.5,20.28,19.89,327.02,32.9,345.76,17.41,Yoga
151.91,206.5,20.22,19.64,326.66,32.66,345.83,17.51,Yoga
152.8,207.39,20.41,19.44,326.98,32.9,345.65,17.42,Yoga
152.89,206.95,20.54,19.4,326.86,32.61,345.39,17.52,Yoga
153.44,207.39,20.92,19.15,326.5,32.72,345.45,17.42,Yoga
153.5,207.39,21.14,19.4,326.44,32.96,345.43,17.59,Yoga
153.5,208.28,21.14,18.95,326.71,33.04,345.24,17.25,Yoga
153.14,207.85,21.0,19.19,326.95,33.29,345.42,16.89,Yoga
154.41,208.4,21.19,18.74,327.47,33.29,345.14,17.16,Yoga
154.96,207.95,21.77,18.7,327.53,32.9,345.06,17.33,Yoga
155.39,208.45,22.2,18.58,327.35,33.03,345.68,16.9,Yoga
155.26,208.5,22.53,18.49,327.17,33.22,345.49,17.17,Yoga
155.83,208.5,22.64,18.49,326.9,33.3,345.92,17.1,Yoga
156.75,208.57,23.23,18.42,326.78,33.3,345.92,17.36,Yoga
157.21,208.9,23.02,18.42,326.91,33.3,345.85,17.1,Yoga
157.24,208.55,22.79,18.62,326.69,33.33,346.03,17.34,Yoga
158.27,209.82,23.13,18.1,327.09,33.15,345.76,17.43,Yoga
157.79,208.88,22.98,18.62,327.13,33.15,346.13,16.9,Yoga
158.27,209.3,23.13,18.38,327.09,33.0,346.31,16.98,Yoga
157.79,208.88,23.02,18.38,327.09,32.83,346.31,17.07,Yoga
157.83,209.29,23.08,18.3,326.77,33.0,346.39,16.98,Yoga
157.46,209.74,22.98,17.86,326.72,32.83,346.4,17.07,Yoga
157.43,210.19,23.17,17.65,326.87,33.07,346.31,16.98,Yoga
158.39,210.21,23.17,17.74,327.06,33.43,346.23,17.22,Yoga
158.03,210.64,23.33,17.74,327.12,33.25,346.42,17.05,Yoga
158.03,210.64,23.33,17.78,327.12,33.37,346.43,17.31,Yoga
158.06,210.98,23.13,18.03,327.05,33.7,346.69,16.62,Yoga
157.81,210.46,23.13,18.34,326.97,33.57,347.05,16.72,Yoga
157.94,210.88,23.42,18.02,326.59,33.4,346.86,16.74,Yoga
157.5,211.34,22.86,17.68,326.78,33.68,346.5,16.59,Yoga
158.01,211.2,22.9,17.83,326.29,34.45,346.49,16.46,Yoga
157.11,211.2,22.9,18.08,326.29,34.87,346.49,16.22,Yoga
157.56,211.13,23.13,17.9,325.96,34.89,346.39,16.14,Yoga
157.17,211.48,23.16,17.98,325.55,35.05,346.82,16.13,Yoga
157.81,211.42,23.42,17.88,325.29,35.34,346.9,15.78,Yoga
156.96,211.35,23.02,17.99,325.25,35.84,347.09,15.1,Yoga
156.78,211.35,22.87,17.73,325.14,35.68,347.01,15.19,Yoga
156.78,211.88,23.13,17.16,324.97,35.36,346.74,15.26,Yoga
157.37,211.41,22.98,17.3,325.3,35.1,346.79,15.06,Yoga
157.52,212.54,22.98,16.94,325.4,35.23,347.08,14.72,Yoga
158.28,212.1,23.02,16.98,325.47,35.46,347.67,14.08,Yoga
157.73,212.48,23.17,16.68,325.51,35.44,347.72,13.64,Yoga
158.78,212.41,23.91,16.68,325.13,35.82,347.67,13.9,Yoga
159.94,211.52,24.02,16.75,325.14,35.63,348.1,13.72,Yoga
159.75,211.42,23.98,17.15,325.47,35.82,348.06,13.92,Yoga
159.21,211.35,23.87,17.52,325.76,36.31,347.88,13.51,Yoga
160.28,211.74,24.13,17.56,326.32,36.45,347.8,13.27,Yoga
159.64,211.2,23.73,17.71,326.76,36.44,347.38,13.43,Yoga
160.74,211.67,24.15,17.49,326.54,36.22,346.38,14.14,Yoga
159.19,211.74,23.55,17.38,326.59,36.08,346.77,13.87,Yoga
159.7,211.35,23.7,17.38,326.37,35.7,346.58,14.41,Yoga
160.4,211.74,23.38,17.53,326.6,35.59,345.68,14.67,Yoga
160.79,211.76,23.38,17.44,326.69,35.71,345.83,14.4,Yoga
160.9,212.14,23.8,17.48,326.49,35.75,346.37,13.86,Yoga
160.35,212.07,23.4,17.53,326.54,35.41,347.04,14.12,Yoga
159.57,211.15,23.45,17.59,326.31,35.41,347.15,14.12,Yoga
160.06,210.68,23.29,17.55,326.56,35.26,347.46,13.18,Yoga
160.17,211.56,23.5,17.18,326.2,35.2,347.56,12.88,Yoga
158.71,212.42,23.08,16.95,326.27,35.01,347.48,12.74,Yoga
158.3,211.39,22.81,17.28,326.45,34.88,347.51,12.82,Yoga
158.3,212.71,22.86,16.68,326.22,35.18,347.29,12.73,Yoga
157.88,212.65,22.86,16.51,326.22,34.96,347.28,13.18,Yoga
158.95,213.05,23.32,16.51,326.01,35.15,347.36,12.96,Yoga
158.49,211.43,22.91,17.5,326.08,35.09,345.77,13.45,Yoga
159.56,210.4,23.1,17.5,326.26,35.3,346.11,13.35,Yoga
159.21,209.83,23.06,17.57,326.05,34.78,346.71,12.88,Yoga
159.83,210.32,23.33,17.2,325.99,34.89,346.6,12.79,Yoga
159.36,210.82,22.86,17.2,326.11,34.89,346.61,12.79,Yoga
159.46,210.82,22.75,16.97,326.15,35.08,347.2,12.53,Yoga
160.1,209.84,23.07,17.28,325.83,35.32,346.82,12.05,Yoga
161.32,209.84,23.43,17.28,325.96,35.11,346.78,12.13,Yoga
160.84,210.25,23.23,16.8,325.8,35.06,346.89,11.73,Yoga
161.49,211.27,23.23,16.55,325.92,35.14,347.19,11.41,Yoga
161.49,211.75,23.23,16.31,325.92,34.79,347.19,11.82,Yoga
161.6,212.27,23.44,15.83,325.63,34.94,346.91,11.83,Yoga
161.12,212.27,22.96,16.11,325.75,35.33,347.27,11.64,Yoga
161.12,212.2,23.01,16.18,325.6,34.58,346.93,11.81,Yoga
161.6,211.72,23.21,16.18,326.1,34.05,347.07,12.09,Yoga
161.71,211.23,23.09,16.23,326.14,34.09,347.09,12.51,Yoga
161.71,210.74,23.09,16.23,326.36,33.88,347.01,12.58,Yoga
162.37,210.77,23.43,15.69,326.25,33.88,346.57,12.58,Yoga
163.52,212.2,23.63,15.16,326.53,34.3,346.51,12.26,Yoga
163.52,211.53,23.63,15.27,326.53,35.2,346.48,11.53,Yoga
164.31,210.47,24.08,15.23,326.33,35.18,346.48,11.4,Yoga
164.31,209.81,23.75,15.81,326.66,35.98,347.18,11.25,Yoga
163.76,210.76,23.92,15.27,326.29,36.1,346.92,11.09,Yoga
164.43,210.15,23.63,15.92,326.8,36.47,347.12,11.05,Yoga
163.94,209.45,23.14,17.0,326.8,37.09,347.15,11.02,Yoga
164.63,209.37,22.86,17.42,327.31,37.54,347.0,10.73,Yoga
164.5,210.95,22.65,17.08,327.35,37.5,347.14,10.87,Yoga
164.62,210.95,22.52,17.08,327.49,37.28,347.05,10.64,Yoga
164.62,210.4,22.52,17.63,327.49,36.84,347.02,11.07,Yoga
187.71,164.04,19.13,18.23,357.3,3.87,176.82,180.8,Squats
187.86,164.92,18.75,17.36,356.81,3.87,177.46,180.21,Squats
185.96,166.14,17.87,17.36,356.54,3.87,178.09,180.21,Squats
185.08,164.23,16.99,18.23,356.54,3.87,177.45,180.21,Squats
184.06,166.24,16.99,17.91,356.26,4.07,178.09,180.21,Squats
185.04,166.14,16.99,17.36,356.26,3.59,178.09,180.87,Squats
185.04,165.23,17.08,17.42,356.17,3.54,178.11,180.96,Squats
185.19,165.23,17.1,17.42,356.26,3.54,178.1,180.96,Squats
184.17,164.09,16.62,17.84,356.74,4.02,177.46,180.3,Squats
182.13,163.88,16.13,18.32,357.26,4.5,176.8,179.64,Squats
181.89,164.92,16.34,18.2,357.51,4.38,177.43,180.29,Squats
179.87,163.81,15.46,18.27,357.76,4.38,176.82,180.29,Squats
180.75,162.92,16.83,18.79,357.55,4.3,176.82,180.25,Squats
185.52,162.13,18.96,18.99,358.03,4.04,176.82,180.25,Squats
186.53,161.1,19.44,18.99,357.82,4.04,176.82,180.25,Squats
187.47,162.13,20.3,18.99,357.82,4.08,176.82,180.18,Squats
187.47,162.22,20.3,18.79,358.1,4.06,175.55,180.11,Squats
186.47,166.42,20.86,18.79,357.54,4.14,176.23,179.96,Squats
186.55,166.75,20.86,19.28,357.5,4.08,176.27,179.3,Squats
183.85,169.0,20.1,19.07,356.54,3.69,178.15,179.87,Squats
182.87,170.08,20.49,19.07,355.84,3.69,179.4,179.87,Squats
181.9,171.01,20.49,19.18,355.84,3.69,178.75,179.28,Squats
178.93,172.98,19.71,19.18,355.78,3.69,178.11,178.65,Squats
180.78,172.12,20.19,20.05,355.66,3.69,178.73,178.65,Squats
178.93,172.23,19.32,20.4,355.66,3.62,178.09,179.27,Squats
178.05,175.1,18.44,19.54,355.66,3.58,178.09,179.37,Squats
178.05,175.94,18.44,20.12,355.38,3.73,178.71,179.48,Squats
177.17,175.94,17.56,20.12,355.66,3.41,177.45,180.22,Squats
179.03,175.94,17.96,20.12,355.87,3.41,177.45,180.22,Squats
178.75,175.94,17.75,20.48,355.93,3.5,177.45,180.28,Squats
177.17,176.93,16.91,20.37,356.28,3.66,176.17,179.07,Squats
176.2,177.03,16.91,20.15,356.28,3.6,176.17,179.68,Squats
178.05,177.03,17.79,20.15,356.31,3.6,176.82,179.68,Squats
178.05,177.03,17.79,20.15,356.31,3.6,176.82,179.68,Squats
177.93,176.86,17.58,20.26,356.37,3.6,176.82,179.68,Squats
177.93,177.73,17.11,19.84,356.84,4.05,176.18,178.98,Squats
178.1,178.7,17.11,19.39,356.84,3.87,176.18,178.98,Squats
178.96,178.7,17.49,19.5,357.32,3.71,176.18,180.82,Squats
178.1,179.66,17.19,19.14,356.76,3.62,177.48,180.77,Squats
179.06,179.66,17.19,19.14,357.04,3.85,176.85,180.17,Squats
178.2,179.57,16.8,18.27,356.83,3.85,176.85,179.55,Squats
180.03,178.68,17.67,17.62,356.83,3.6,176.85,179.55,Squats
180.16,177.72,17.67,17.62,356.83,3.6,176.85,179.55,Squats
180.16,175.76,17.67,17.52,356.83,3.54,176.85,179.55,Squats
180.04,173.85,17.47,17.52,356.88,3.54,177.48,179.55,Squats
180.04,173.76,17.47,17.12,356.88,3.73,177.48,179.55,Squats
179.09,173.73,16.99,17.12,357.36,3.77,176.2,179.46,Squats
179.09,170.09,17.55,18.64,356.8,3.71,176.86,179.46,Squats
179.94,165.35,18.4,20.33,356.53,3.71,177.48,178.83,Squats
179.64,163.38,18.48,20.81,356.44,3.35,177.5,179.42,Squats
180.76,161.69,19.09,21.27,355.96,3.54,177.47,179.42,Squats
179.46,156.35,18.14,23.04,356.02,3.65,177.47,179.37,Squats
180.22,152.77,18.14,22.73,356.02,3.19,177.47,180.0,Squats
181.94,146.38,17.28,23.84,356.02,3.29,177.47,179.95,Squats
188.67,137.88,16.91,24.19,356.5,3.29,176.85,180.57,Squats
207.37,129.92,16.98,24.19,356.41,3.29,176.82,180.57,Squats
240.8,117.23,16.89,23.62,356.13,2.72,178.1,181.25,Squats
251.8,109.28,16.21,24.69,357.04,2.72,176.85,181.2,Squats
274.7,93.61,17.19,26.53,357.04,2.94,176.84,181.09,Squats
284.24,76.18,17.85,26.66,357.49,3.39,176.14,180.58,Squats
298.04,60.42,18.74,25.88,357.18,3.28,177.37,180.59,Squats
309.21,44.6,18.76,22.78,357.18,3.26,177.27,180.72,Squats
314.86,39.17,18.35,20.49,357.68,3.48,177.09,181.65,Squats
319.56,35.85,18.7,19.78,357.56,3.51,177.0,181.79,Squats
323.28,34.61,16.81,20.66,357.89,4.54,176.22,181.2,Squats
326.93,29.2,16.17,18.94,357.94,4.35,175.91,181.61,Squats
328.15,30.84,16.6,18.6,358.25,4.14,174.7,182.29,Squats
329.14,27.85,14.99,17.35,358.3,4.57,174.33,182.69,Squats
330.86,28.43,14.36,16.42,357.89,5.67,174.25,182.75,Squats
330.46,27.93,15.18,16.21,357.21,5.62,175.7,183.68,Squats
331.36,27.88,15.79,16.4,356.36,5.98,177.02,184.19,Squats
330.61,27.47,15.22,15.33,356.28,4.89,179.0,185.33,Squats
329.82,28.47,15.41,14.11,355.91,5.1,180.39,183.84,Squats
331.03,29.25,14.88,13.49,355.71,4.32,181.07,188.56,Squats
330.14,29.92,15.1,12.69,355.58,2.82,181.34,191.88,Squats
329.68,29.76,14.29,11.91,355.78,2.06,181.37,193.49,Squats
329.2,29.76,14.28,11.58,356.43,1.68,181.35,193.73,Squats
330.02,29.96,15.51,11.9,355.09,2.6,182.62,191.65,Squats
330.07,30.59,15.65,11.32,353.96,3.47,184.26,187.51,Squats
331.41,30.03,15.98,11.18,354.34,6.15,183.06,173.9,Squats
331.9,30.4,16.31,11.7,355.02,8.02,182.45,164.21,Squats
332.34,30.27,15.98,10.89,355.31,7.22,183.63,163.58,Squats
332.5,31.67,15.77,10.59,355.04,7.25,184.7,160.16,Squats
332.55,31.88,14.63,10.53,356.59,6.89,183.37,155.18,Squats
332.6,30.37,14.94,10.92,355.72,7.03,187.17,154.97,Squats
332.34,30.26,14.41,11.25,355.9,7.39,187.4,151.03,Squats
332.12,32.08,12.57,11.73,356.19,7.24,188.73,151.22,Squats
332.62,31.83,11.86,10.71,356.55,7.25,187.07,151.7,Squats
333.16,32.39,11.0,10.85,356.51,7.66,187.57,152.93,Squats
333.57,31.95,11.23,11.13,355.14,6.87,193.3,160.45,Squats
332.0,32.51,10.83,11.46,356.69,6.3,186.16,164.85,Squats
332.49,31.86,11.65,10.85,357.27,4.03,183.17,175.47,Squats
329.83,30.85,11.19,12.69,358.55,5.2,176.46,174.14,Squats
329.72,31.71,12.89,14.02,358.5,5.87,174.26,173.83,Squats
327.51,33.03,14.16,16.94,358.7,6.07,174.49,176.61,Squats
328.18,34.68,16.18,17.29,358.89,5.88,173.35,178.53,Squats
324.7,40.6,16.68,18.67,359.8,6.23,171.15,178.34,Squats
319.58,46.32,20.06,19.8,0.06,5.4,170.87,179.6,Squats
310.89,55.38,22.54,21.36,0.64,4.34,170.47,181.75,Squats
298.37,70.92,24.68,23.36,1.09,4.28,169.14,181.44,Squats
289.8,83.18,23.49,25.11,1.74,3.59,168.6,184.06,Squats
281.3,92.45,25.62,24.95,1.54,3.97,169.47,184.18,Squats
267.37,95.66,26.34,24.51,0.73,4.09,171.69,183.97,Squats
258.49,104.5,26.94,24.35,0.55,4.78,172.33,181.94,Squats
241.53,117.54,26.94,22.66,359.58,4.66,174.03,181.76,Squats
222.44,129.33,27.09,21.61,358.81,4.37,176.26,181.53,Squats
210.06,137.47,25.78,21.36,358.95,4.36,175.77,181.43,Squats
201.64,144.42,24.54,21.02,358.9,4.57,175.99,180.66,Squats
196.74,151.34,24.28,21.18,358.9,4.93,176.2,179.95,Squats
192.5,160.12,24.39,20.73,358.42,4.83,176.95,179.91,Squats
187.28,168.55,22.59,20.65,358.54,4.7,176.77,179.94,Squats
182.64,172.27,21.89,21.1,358.08,4.17,177.53,180.54,Squats
179.11,175.31,21.53,21.61,357.7,4.05,178.16,180.55,Squats
176.48,177.05,21.37,22.88,357.67,4.18,178.18,180.51,Squats
175.89,177.2,22.16,24.04,357.2,3.66,178.76,180.51,Squats
174.07,174.55,22.62,26.66,356.71,3.28,179.42,181.08,Squats
173.84,174.59,22.97,27.69,356.97,2.93,178.19,182.38,Squats
173.54,172.8,22.97,29.59,356.93,2.88,178.23,182.38,Squats
172.46,173.16,23.61,30.9,356.55,3.05,178.73,182.43,Squats
172.97,172.56,23.8,31.65,356.59,2.7,178.08,183.09,Squats
172.05,173.82,23.34,31.65,356.78,2.96,178.08,181.84,Squats
172.46,175.39,23.15,31.27,356.78,3.15,178.08,181.84,Squats
171.17,175.39,23.15,30.81,356.55,2.62,178.69,182.58,Squats
171.52,177.8,22.69,29.67,357.05,2.62,177.38,182.58,Squats
171.68,177.65,22.51,29.01,357.05,2.81,177.38,182.58,Squats
173.5,175.42,22.92,29.37,357.24,3.13,177.38,181.32,Squats
173.91,176.49,21.79,28.11,357.29,3.32,177.38,181.32,Squats
174.02,173.46,20.85,28.11,357.21,3.32,177.42,181.32,Squats
177.92,171.97,21.7,26.6,356.97,3.5,178.0,181.32,Squats
177.76,168.31,19.99,26.18,356.97,3.69,178.0,181.32,Squats
179.44,162.31,19.22,26.28,356.89,3.75,178.04,181.35,Squats
180.34,154.3,18.48,25.21,356.82,3.57,178.13,181.86,Squats
185.4,143.24,18.69,24.27,356.73,3.63,178.18,181.86,Squats
199.69,132.26,19.13,23.91,356.2,3.27,178.8,182.4,Squats
233.98,123.16,18.89,23.9,356.2,3.13,178.81,181.74,Squats
258.96,110.88,19.26,23.29,356.44,3.1,178.81,181.81,Squats
273.93,99.01,19.72,23.57,356.66,3.12,178.79,181.79,Squats
291.34,77.76,18.29,20.59,356.6,3.21,178.72,181.83,Squats
305.06,58.27,18.07,18.38,356.75,3.1,178.62,181.91,Squats
312.36,52.41,18.35,17.99,356.69,3.27,177.85,181.99,Squats
320.53,51.23,18.54,17.57,356.59,3.27,177.8,182.26,Squats
326.18,45.07,19.02,16.98,356.75,2.98,177.69,182.37,Squats
330.39,41.65,20.25,15.02,356.19,3.18,176.91,182.6,Squats
329.25,37.3,20.6,13.72,356.53,3.26,176.68,182.29,Squats
330.14,33.62,19.45,13.09,357.42,3.09,174.73,183.61,Squats
329.96,33.09,19.32,13.13,357.24,2.53,174.47,184.92,Squats
330.32,34.42,19.15,13.63,356.75,3.19,174.19,183.88,Squats
330.49,32.47,19.04,14.81,355.94,4.0,174.19,183.37,Squats
329.81,33.66,18.54,14.52,355.26,4.74,173.88,181.95,Squats
329.32,34.06,17.96,12.95,355.62,3.38,173.29,183.75,Squats
329.89,33.55,17.9,13.74,355.65,2.28,172.72,188.52,Squats
329.62,33.81,17.09,12.36,355.72,1.12,173.65,191.18,Squats
330.6,34.74,17.38,12.03,355.49,0.63,175.03,193.01,Squats
330.71,35.01,17.98,10.9,354.39,0.26,176.71,194.57,Squats
329.57,34.68,20.01,11.51,353.86,2.67,181.66,185.81,Squats
329.22,35.13,20.74,10.05,352.5,3.74,187.18,182.07,Squats
329.96,34.97,21.04,10.21,353.29,5.51,184.18,173.5,Squats
329.84,35.4,23.71,10.56,351.85,6.74,184.8,167.87,Squats
330.57,36.56,23.24,10.63,353.1,7.59,182.73,158.03,Squats
330.24,35.69,21.35,10.98,354.19,8.74,183.75,151.57,Squats
332.09,36.67,20.66,11.13,353.61,9.05,184.67,146.82,Squats
331.54,35.75,20.34,12.05,353.61,9.19,186.2,146.07,Squats
332.9,36.56,20.35,12.82,353.4,9.01,186.79,148.98,Squats
332.6,35.52,19.23,12.5,353.69,8.54,186.95,148.36,Squats
332.35,33.83,20.35,12.43,353.1,8.22,189.67,148.47,Squats
332.05,34.31,19.52,11.73,353.24,7.77,189.41,151.56,Squats
332.3,32.96,17.61,12.31,353.7,8.22,192.09,149.72,Squats
333.43,30.15,17.61,11.71,353.23,8.54,193.56,150.06,Squats
330.92,29.13,17.14,11.87,355.83,6.01,187.99,163.17,Squats
324.98,28.86,20.22,11.2,354.3,5.81,190.93,169.48,Squats
316.33,27.02,24.66,13.26,354.72,6.01,187.99,173.21,Squats
307.01,24.66,31.59,15.05,354.66,7.39,187.63,169.38,Squats
302.34,24.45,36.68,15.73,357.54,5.82,180.97,173.67,Squats
297.51,23.08,43.44,15.46,359.26,4.28,173.25,179.77,Squats
292.87,24.84,48.9,16.96,359.55,0.82,170.81,192.31,Squats
288.24,24.83,52.77,18.61,358.81,359.87,173.78,195.95,Squats
286.37,25.46,56.28,19.41,358.43,1.95,174.62,188.1,Squats
282.84,25.23,56.67,18.58,358.22,2.11,175.16,186.05,Squats
