left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,left_hip_angle,right_hip_angle,left_knee_angle,right_knee_angle,Activity
270.75,84.3,30.09,27.9,355.63,2.91,177.53,177.61,Standing
270.75,83.16,30.09,27.9,355.63,2.91,177.53,177.61,Standing
270.75,83.16,30.09,27.9,355.91,2.91,176.01,177.61,Standing
270.75,83.16,30.09,27.9,355.91,2.91,176.01,177.61,Standing
270.75,83.16,30.09,27.9,355.91,2.91,176.01,177.61,Standing
271.57,83.16,30.42,27.9,356.11,2.91,176.01,177.61,Standing
271.57,83.97,30.42,27.61,356.11,3.13,176.01,177.61,Standing
271.57,83.97,30.42,27.67,355.87,3.19,177.48,177.61,Standing
271.57,83.97,30.42,27.67,355.87,3.19,177.48,177.61,Standing
272.7,83.97,31.24,27.67,355.87,3.19,177.48,177.61,Standing
273.84,83.97,31.35,27.67,355.76,3.17,177.52,177.65,Standing
274.99,82.82,31.35,27.67,355.76,3.17,177.52,177.65,Standing
277.11,83.12,32.46,27.31,355.97,3.13,177.52,177.65,Standing
277.11,80.68,32.46,28.11,355.97,3.13,177.52,177.65,Standing
278.46,79.55,32.46,28.11,355.97,3.13,177.52,177.65,Standing
279.56,78.42,32.46,28.11,355.97,3.13,177.52,177.65,Standing
279.56,79.22,32.46,27.82,355.97,3.34,177.52,177.65,Standing
279.56,79.22,32.46,27.82,356.25,3.37,176.01,177.61,Standing
278.75,79.22,32.75,27.82,356.25,3.37,176.01,177.61,Standing
278.75,79.22,32.75,27.75,356.29,3.3,175.96,177.61,Standing
277.15,81.71,32.26,27.75,356.5,3.3,175.96,177.61,Standing
277.15,82.85,32.26,27.75,356.5,3.3,175.96,177.61,Standing
276.02,82.85,32.26,27.75,356.79,3.3,174.46,177.61,Standing
276.02,82.55,32.26,28.12,356.79,3.34,174.47,177.61,Standing
276.02,81.49,32.26,28.93,356.79,3.34,175.29,177.61,Standing
276.82,81.49,32.56,28.93,357.0,3.34,175.29,177.61,Standing
275.73,81.49,31.76,28.93,357.0,3.34,175.29,177.61,Standing
274.93,81.49,31.45,28.93,356.79,3.34,175.29,177.61,Standing
274.93,81.49,31.34,28.93,356.89,3.32,175.24,177.65,Standing
274.93,81.49,31.34,28.93,356.89,3.32,175.24,177.65,Standing
276.08,81.49,31.34,28.93,356.89,3.32,175.24,177.65,Standing
276.08,80.37,31.34,28.93,356.89,3.32,175.24,177.65,Standing
276.08,80.37,31.34,28.93,356.89,3.32,175.24,177.65,Standing
274.99,79.25,30.53,28.93,356.89,3.32,175.24,177.65,Standing
276.17,78.11,31.02,28.93,356.4,3.32,175.91,177.65,Standing
276.17,78.11,31.02,28.93,356.4,3.32,175.1,177.65,Standing
277.36,76.97,31.02,28.41,356.4,2.81,175.1,178.34,Standing
277.36,76.01,31.02,29.21,356.4,2.81,175.1,178.34,Standing
276.17,76.01,31.02,29.21,356.4,2.81,175.1,178.34,Standing
276.17,76.01,31.02,29.21,356.4,2.81,175.1,178.34,Standing
277.36,75.85,31.02,29.21,356.4,2.81,175.1,178.34,Standing
277.36,75.85,31.02,29.21,356.4,2.81,175.1,178.34,Standing
278.57,75.85,31.02,29.21,356.4,2.81,175.1,178.34,Standing
278.57,75.85,31.02,29.21,356.4,2.81,175.1,178.34,Standing
278.57,75.85,31.02,29.21,356.4,2.81,175.1,178.34,Standing
278.57,76.81,31.02,28.41,356.4,2.81,175.1,178.34,Standing
278.57,76.01,31.02,28.7,356.4,2.59,175.1,178.34,Standing
278.57,76.01,31.02,28.7,356.4,2.59,175.1,178.34,Standing
278.57,76.01,31.02,28.7,356.4,2.59,175.1,178.34,Standing
278.57,76.01,31.02,28.7,356.4,2.57,175.1,178.38,Standing
278.57,75.85,31.02,28.7,356.4,2.57,175.1,178.38,Standing
277.53,75.85,30.2,28.7,356.4,2.57,175.1,178.38,Standing
277.53,75.85,30.2,28.7,356.4,2.57,175.1,178.38,Standing
284.45,97.28,33.34,33.0,354.46,3.93,176.35,184.2,Standing
282.79,100.34,34.53,31.38,354.03,3.59,177.0,184.88,Standing
284.12,100.03,34.6,30.54,353.97,3.83,177.0,183.44,Standing
284.12,100.56,34.6,30.52,353.97,4.04,177.0,183.44,Standing
284.12,99.03,35.03,30.2,353.55,4.04,177.64,183.44,Standing
284.12,97.1,34.96,30.2,353.63,4.04,177.89,183.44,Standing
283.16,95.27,34.61,30.61,353.47,3.88,177.89,183.44,Standing
282.23,98.7,34.61,30.02,353.47,3.81,177.89,183.43,Standing
283.2,96.78,35.38,30.02,353.47,3.81,177.89,183.43,Standing
282.29,96.78,35.38,30.02,353.47,3.81,177.89,184.11,Standing
284.16,97.84,36.15,30.02,353.47,3.81,177.89,184.11,Standing
283.96,96.12,36.15,29.7,353.47,3.81,177.89,184.11,Standing
288.59,102.4,35.72,28.34,353.9,3.85,177.23,184.11,Standing
293.33,113.73,35.65,25.32,353.97,3.78,177.3,184.1,Standing
299.43,110.8,36.03,25.32,353.97,3.78,177.3,183.42,Standing
299.74,114.12,35.33,24.42,353.9,3.51,177.13,184.82,Standing
307.49,119.83,34.9,24.42,354.04,3.51,176.97,184.82,Standing
314.21,141.21,32.46,21.47,354.47,3.81,176.31,184.17,Standing
323.63,170.54,29.23,18.78,354.62,3.61,176.25,185.57,Standing
335.34,194.67,26.69,17.92,354.64,3.68,176.41,185.57,Standing
340.85,203.33,26.12,18.5,355.22,4.12,175.51,184.88,Standing
341.16,203.19,26.12,18.65,355.22,4.14,175.51,184.96,Standing
345.32,208.05,25.83,18.65,355.21,4.14,175.46,184.96,Standing
348.69,229.2,25.83,15.63,355.21,4.17,175.46,184.97,Standing
341.13,236.63,26.68,14.59,355.21,4.17,175.46,184.97,Standing
319.03,238.67,27.11,14.15,355.04,4.0,175.46,184.97,Standing
302.67,231.38,27.9,13.88,355.1,3.83,175.51,184.97,Standing
299.11,234.45,27.9,12.89,355.1,3.83,175.51,184.97,Standing
293.26,234.45,28.42,12.89,355.1,3.85,175.51,184.97,Standing
287.08,231.38,29.24,13.88,355.1,3.83,175.51,184.9,Standing
288.71,217.75,30.05,16.2,355.1,3.83,175.51,184.9,Standing
291.54,206.57,30.85,18.34,355.1,3.78,175.51,184.9,Standing
293.09,182.16,30.85,23.42,355.1,3.78,175.51,184.9,Standing
292.1,175.79,31.19,24.4,355.1,3.78,175.51,184.9,Standing
292.18,139.76,31.19,30.24,355.1,3.59,175.51,184.82,Standing
292.28,102.51,31.19,34.59,355.1,3.59,175.51,184.82,Standing
295.55,81.85,31.14,36.68,355.15,3.76,175.56,184.82,Standing
298.62,61.39,31.14,37.49,355.15,3.76,175.56,184.82,Standing
302.44,44.15,30.81,38.77,354.67,3.59,176.15,184.82,Standing
303.93,42.15,30.81,38.7,354.67,3.28,176.15,186.19,Standing
307.22,39.69,30.48,37.37,354.66,3.26,175.99,186.26,Standing
313.1,9.64,28.97,36.62,354.49,3.33,175.99,186.26,Standing
329.23,299.43,27.19,31.44,354.92,3.43,175.36,186.26,Standing
330.19,285.31,27.78,29.4,354.92,3.6,175.36,186.26,Standing
323.28,274.98,27.78,27.38,354.92,3.69,175.36,186.26,Standing
289.59,272.59,27.72,26.66,354.72,3.88,176.7,186.34,Standing
213.63,259.62,27.72,26.28,354.71,4.35,176.54,184.97,Standing
205.93,252.44,27.72,25.5,354.71,4.43,176.54,184.96,Standing
214.55,251.57,27.48,23.61,354.66,4.49,176.64,184.89,Standing
219.27,246.45,27.48,22.97,354.66,4.65,176.64,184.89,Standing
226.16,247.49,27.78,21.93,354.66,4.65,176.64,184.89,Standing
229.85,245.5,27.36,21.06,355.08,4.65,175.9,184.96,Standing
227.03,248.02,26.43,18.55,355.14,4.62,175.95,184.95,Standing
234.98,250.61,26.43,16.67,355.14,4.62,175.95,184.95,Standing
237.82,251.5,26.86,15.78,354.72,4.62,176.6,184.95,Standing
238.2,249.12,26.86,16.67,354.72,4.88,176.6,183.56,Standing
240.07,249.12,26.57,16.67,354.72,4.88,176.6,182.86,Standing
241.8,246.12,26.57,16.67,354.73,4.8,176.76,182.84,Standing
240.26,246.12,26.57,16.67,354.72,4.8,176.6,182.84,Standing
243.15,246.12,26.22,16.67,354.78,4.8,176.66,182.84,Standing
244.79,249.04,26.22,16.58,354.78,4.71,176.56,182.82,Standing
246.25,247.27,25.95,17.48,354.78,4.71,176.56,182.82,Standing
246.25,247.27,25.95,17.06,354.78,4.3,176.56,183.53,Standing
246.25,247.27,25.95,17.06,354.78,4.56,176.56,182.12,Standing
246.25,247.27,25.95,17.06,354.78,4.56,176.56,182.12,Standing
247.78,248.17,25.95,16.58,354.78,4.71,176.56,182.12,Standing
248.89,246.31,25.95,17.48,354.78,4.71,176.56,182.12,Standing
250.57,246.31,25.53,17.06,354.94,4.3,176.56,182.82,Standing
251.85,246.31,25.95,17.06,354.52,4.3,177.21,182.82,Standing
253.33,246.31,25.68,17.06,354.52,4.3,177.21,182.82,Standing
256.28,247.83,25.68,17.96,354.52,4.3,177.21,182.82,Standing
260.06,252.23,25.68,19.82,354.52,4.38,177.21,182.83,Standing
270.0,249.98,26.14,20.94,354.62,3.95,177.14,183.53,Standing
282.13,258.89,26.74,21.49,354.31,3.98,177.72,183.53,Standing
287.05,274.17,27.01,22.91,354.31,3.98,177.72,183.53,Standing
290.06,279.04,27.39,23.14,354.48,3.98,177.72,183.53,Standing
299.89,288.51,26.63,23.96,354.95,4.06,176.42,183.53,Standing
311.21,310.36,26.68,25.55,354.89,3.47,176.46,184.21,Standing
322.38,321.81,27.04,25.99,355.07,3.76,176.36,182.83,Standing
331.65,356.19,26.25,32.64,355.07,3.6,176.46,182.83,Standing
333.15,358.64,26.54,34.88,355.07,3.26,176.36,182.83,Standing
332.92,2.07,26.63,35.3,354.68,3.26,176.99,182.83,Standing
333.27,1.56,26.92,36.91,354.68,2.99,176.99,182.83,Standing
332.41,2.83,26.92,37.26,354.68,2.79,176.99,183.49,Standing
333.42,2.92,26.92,37.26,354.68,2.79,176.99,183.49,Standing
333.73,2.0,26.4,37.32,354.68,2.58,176.99,184.16,Standing
333.73,0.86,26.4,37.7,354.68,2.46,177.09,184.15,Standing
332.95,2.27,26.4,37.7,354.68,2.46,177.09,184.15,Standing
332.12,3.27,26.05,38.46,354.46,2.46,177.02,184.15,Standing
332.12,2.85,26.05,38.0,354.46,2.46,177.02,184.15,Standing
331.29,4.1,26.05,38.0,354.46,2.46,177.02,184.15,Standing
330.46,4.1,25.59,38.0,354.35,2.46,177.09,184.15,Standing
331.24,2.85,25.59,38.0,354.35,2.44,177.09,184.11,Standing
330.39,2.85,25.59,38.0,354.35,2.44,177.09,184.11,Standing
329.55,2.11,25.17,38.3,354.18,2.26,177.09,184.11,Standing
330.39,2.85,26.01,37.55,354.18,2.26,177.09,184.11,Standing
331.19,2.85,26.01,37.55,354.18,2.26,177.09,184.11,Standing
332.61,1.64,25.74,38.36,354.18,2.11,177.09,184.8,Standing
331.78,1.1,25.33,37.61,354.02,2.11,177.09,184.8,Standing
331.78,1.1,25.33,37.61,354.02,2.11,177.09,184.8,Standing
331.78,0.36,24.91,38.36,354.45,2.38,176.63,184.13,Standing
331.78,0.36,25.74,38.36,354.45,2.38,176.63,184.13,Standing
330.1,1.64,25.33,38.36,354.28,2.38,176.63,184.13,Standing
328.31,1.56,25.4,37.11,354.22,2.35,176.57,184.13,Standing
327.38,0.83,25.4,35.15,354.22,2.35,176.57,184.13,Standing
326.43,1.65,24.97,35.15,354.65,2.35,175.94,184.13,Standing
325.44,1.99,24.97,33.6,354.65,2.35,175.83,184.13,Standing
319.02,3.1,24.26,31.19,354.54,2.37,175.89,184.18,Standing
315.45,7.08,24.26,27.82,354.53,2.37,175.73,184.94,Standing
307.51,17.84,24.26,25.22,354.53,2.73,175.73,184.27,Standing
302.48,30.77,25.09,23.87,354.53,2.91,175.73,184.27,Standing
300.54,36.73,24.62,23.87,354.43,2.91,175.78,184.27,Standing
299.41,46.19,25.44,23.87,354.43,2.64,175.78,185.64,Standing
298.17,50.96,25.44,23.87,354.43,2.64,175.78,185.64,Standing
299.78,47.74,25.44,23.87,354.43,2.64,175.78,185.64,Standing
301.77,44.25,26.26,24.92,354.43,2.81,175.78,185.64,Standing
305.03,40.81,25.59,25.8,354.59,2.81,175.78,185.64,Standing
305.03,41.35,25.59,26.66,354.59,2.81,175.78,185.64,Standing
306.54,36.33,25.59,26.8,354.59,2.99,175.78,185.64,Standing
312.3,28.23,25.59,27.64,354.59,2.99,175.78,185.64,Standing
315.8,24.03,25.97,28.92,354.75,3.16,175.89,185.64,Standing
319.35,18.8,25.72,29.31,354.75,2.72,175.89,186.31,Standing
320.14,14.67,26.09,29.31,354.92,2.99,175.89,184.94,Standing
321.34,13.85,25.3,28.92,354.92,3.16,175.89,184.94,Standing
321.34,12.14,25.3,28.92,354.92,3.16,175.89,184.94,Standing
321.18,9.34,25.56,28.02,354.92,3.1,175.89,184.94,Standing
320.59,7.84,25.0,26.61,354.92,3.1,175.78,184.94,Standing
316.34,7.5,25.4,25.67,355.07,3.04,175.62,184.94,Standing
310.33,6.31,25.4,21.6,355.07,3.2,175.62,184.94,Standing
306.45,3.76,24.53,19.69,355.12,3.14,175.67,184.94,Standing
305.1,0.75,24.53,18.69,355.12,3.08,175.67,184.94,Standing
305.79,1.69,24.53,18.17,355.12,3.24,175.67,184.94,Standing
306.53,351.33,24.53,17.65,355.12,3.39,175.78,184.94,Standing
309.16,351.33,24.53,18.07,355.12,3.55,175.78,184.94,Standing
317.22,328.71,25.34,17.65,354.87,3.16,176.42,185.69,Standing
326.83,324.76,25.34,18.07,354.87,3.31,176.42,185.69,Standing
331.85,323.25,25.73,18.07,355.03,3.31,176.42,185.69,Standing
342.72,319.24,25.73,17.66,355.03,3.47,176.42,185.69,Standing
350.41,308.96,26.06,19.94,355.23,3.73,176.42,184.29,Standing
0.7,295.14,26.65,21.34,355.23,3.89,175.77,184.29,Standing
20.66,274.5,26.54,23.03,355.4,4.51,176.42,183.6,Standing
64.0,258.11,25.29,23.45,355.23,4.63,176.42,183.59,Standing
154.29,254.54,25.63,23.95,355.19,4.84,176.42,183.59,Standing
185.25,244.27,25.63,23.75,355.19,4.84,176.42,183.59,Standing
185.25,237.75,25.21,23.84,355.62,4.9,176.5,182.88,Standing
181.45,234.42,24.07,23.23,355.62,5.08,176.5,182.82,Standing
176.21,232.13,22.53,23.56,355.46,4.92,176.5,182.82,Standing
175.59,232.13,21.54,23.98,355.84,5.08,175.85,183.53,Standing
175.59,232.13,21.54,23.98,355.84,5.04,175.85,183.47,Standing
174.71,235.49,21.08,23.98,355.69,5.04,176.0,183.47,Standing
172.9,237.81,21.13,23.15,355.64,5.14,175.95,183.48,Standing
177.12,239.96,20.67,23.15,355.47,4.87,175.95,184.88,Standing
182.51,239.04,20.67,23.65,355.48,4.71,176.1,184.94,Standing
181.62,239.04,20.21,24.08,355.32,5.14,176.1,184.23,Standing
180.4,241.83,20.26,24.56,355.26,4.98,176.05,184.23,Standing
180.4,241.83,20.26,24.56,355.26,4.98,176.05,184.23,Standing
185.69,243.76,19.8,23.65,355.1,4.98,176.05,184.23,Standing
185.69,243.76,19.8,23.22,355.1,4.82,176.05,184.17,Standing
185.69,245.57,19.8,22.3,355.08,4.82,175.9,184.17,Standing
182.82,245.57,19.08,21.87,354.98,4.66,175.95,184.17,Standing
182.82,245.74,19.08,21.62,354.98,4.61,175.95,184.17,Standing
199.97,247.45,19.97,20.71,354.98,4.61,175.95,184.17,Standing
199.97,246.54,19.97,21.19,354.98,4.45,175.95,184.17,Standing
207.79,248.16,19.97,20.28,354.98,4.45,175.95,184.17,Standing
218.41,247.45,19.97,20.28,354.98,4.45,175.95,184.17,Standing
236.84,251.57,19.97,17.51,354.98,4.45,175.85,184.17,Standing
242.04,252.49,19.97,16.59,354.98,4.45,175.85,184.17,Standing
237.03,251.85,20.16,16.59,354.98,4.45,175.85,184.17,Standing
241.43,251.14,20.16,16.59,354.98,4.48,175.85,184.24,Standing
241.43,244.73,20.16,16.59,354.98,4.48,175.85,184.24,Standing
254.32,235.33,21.06,16.16,354.98,4.32,175.85,184.24,Standing
259.73,203.94,21.06,15.92,354.98,4.16,175.85,184.24,Standing
261.12,201.64,21.06,15.04,354.98,3.89,175.85,185.64,Standing
268.08,181.12,21.73,15.26,354.98,3.56,175.85,185.57,Standing
278.42,165.61,21.46,13.67,355.04,3.36,175.9,185.57,Standing
280.16,146.43,22.74,14.88,354.88,3.03,176.0,185.57,Standing
287.01,18.58,24.01,15.44,354.46,2.87,176.76,185.57,Standing
298.28,351.03,24.85,15.99,354.46,2.72,176.76,185.57,Standing
301.65,351.03,24.85,16.04,354.72,2.75,175.46,185.51,Standing
305.93,1.73,24.85,18.94,354.72,2.59,175.46,185.51,Standing
311.98,0.26,25.27,21.14,354.88,2.39,175.46,185.51,Standing
309.67,6.96,24.55,23.97,354.75,2.39,175.3,185.51,Standing
311.65,6.34,24.55,25.94,354.75,2.22,175.3,185.51,Standing
314.23,7.23,24.96,28.54,354.91,2.22,175.3,185.51,Standing
316.19,6.43,24.72,29.03,354.91,2.22,175.3,185.51,Standing
316.04,3.25,24.72,29.03,354.91,2.22,175.3,185.51,Standing
315.46,3.77,24.72,29.49,354.92,2.22,175.46,185.57,Standing
315.46,4.83,24.72,29.54,354.92,2.26,175.46,185.57,Standing
314.44,3.6,24.72,28.72,354.92,2.26,175.46,186.26,Standing
314.44,3.6,24.72,28.72,354.92,2.26,175.46,186.26,Standing
314.44,3.6,24.72,28.72,354.92,2.26,175.46,186.26,Standing
315.0,5.03,24.72,28.33,354.92,2.23,175.46,186.26,Standing
315.0,358.84,24.72,25.72,354.92,2.06,175.46,186.26,Standing
313.94,355.15,24.72,24.87,354.92,2.06,175.46,186.26,Standing
313.94,345.94,24.78,22.52,355.12,2.06,174.12,186.26,Standing
312.56,337.61,25.44,20.95,354.96,2.06,174.12,186.26,Standing
311.73,331.22,25.69,20.02,354.96,2.06,174.12,186.34,Standing
310.93,307.63,26.37,20.07,355.12,2.06,174.12,186.34,Standing
308.22,289.9,27.06,21.4,354.72,2.26,174.93,186.34,Standing
305.9,272.49,27.63,21.74,354.72,2.27,174.93,186.26,Standing
305.33,263.19,28.81,20.82,354.46,2.45,176.21,186.26,Standing
303.04,259.61,28.81,19.68,354.46,2.62,176.21,186.26,Standing
302.13,260.88,28.81,18.85,354.46,2.79,176.11,186.26,Standing
301.4,258.69,28.81,18.43,354.46,2.79,176.11,186.26,Standing
301.85,256.2,30.12,18.43,354.62,2.79,176.11,186.26,Standing
300.94,257.21,30.12,17.87,354.62,2.96,176.11,186.26,Standing
301.09,254.73,30.12,17.81,354.62,2.9,176.11,186.26,Standing
301.25,259.88,30.12,17.63,354.62,2.9,176.11,186.26,Standing
300.45,259.88,30.12,17.63,354.62,2.92,176.21,186.34,Standing
299.76,259.7,30.06,18.31,354.68,3.13,176.28,186.34,Standing
299.02,260.71,30.06,17.3,354.68,3.13,176.28,186.34,Standing
302.59,258.56,31.03,16.87,355.15,3.3,175.56,186.34,Standing
303.62,251.79,31.03,17.63,355.15,3.47,175.46,186.34,Standing
196.12,196.93,352.24,8.15,8.1,2.28,171.6,163.49,Walking
204.27,197.66,354.93,6.02,9.41,0.12,174.08,161.38,Walking
212.25,205.17,4.47,3.34,7.3,359.4,184.75,161.86,Walking
212.45,196.14,6.31,1.51,9.01,358.4,175.42,161.15,Walking
203.9,193.56,5.32,1.11,6.03,358.37,185.45,153.21,Walking
206.29,195.98,13.81,353.82,6.02,356.35,183.29,158.38,Walking
194.95,193.56,12.66,350.36,5.91,354.68,179.2,158.05,Walking
193.66,191.27,13.1,349.96,3.53,354.26,182.3,152.49,Walking
188.16,197.38,9.65,351.31,1.72,354.96,183.62,146.78,Walking
188.53,195.11,6.51,353.56,1.26,357.99,183.0,134.63,Walking
188.75,190.99,2.77,357.94,1.75,0.08,156.43,154.67,Walking
204.96,190.79,7.49,356.59,0.56,0.31,129.81,181.3,Walking
197.88,195.27,1.5,353.77,1.17,359.92,167.67,141.55,Walking
196.09,199.98,355.02,353.46,359.67,359.89,170.17,142.85,Walking
211.03,209.32,358.88,350.7,0.92,1.5,160.74,146.36,Walking
214.46,197.87,354.73,357.14,1.19,1.19,162.89,154.25,Walking
216.36,207.46,352.74,355.13,1.75,2.25,163.82,157.88,Walking
224.86,212.75,355.96,352.42,359.37,3.6,167.88,166.51,Walking
225.8,209.7,354.66,353.47,355.87,5.41,178.02,171.09,Walking
227.48,208.96,356.54,354.62,355.9,2.76,188.81,171.73,Walking
223.61,206.57,353.82,354.32,354.85,6.55,193.29,181.03,Walking
224.8,209.4,355.11,351.93,353.9,7.08,192.52,179.52,Walking
223.51,206.82,359.78,352.9,353.79,7.95,178.35,178.9,Walking
211.02,205.63,1.45,352.86,351.66,8.12,171.8,173.22,Walking
200.79,198.66,0.76,353.54,353.38,6.84,159.86,174.5,Walking
189.85,193.06,1.18,354.18,355.83,3.82,142.31,178.43,Walking
189.55,188.23,7.82,352.97,357.71,1.33,133.09,179.24,Walking
181.56,186.32,6.83,352.03,0.45,359.88,121.58,180.46,Walking
185.33,193.1,10.96,349.74,0.32,359.81,120.32,175.81,Walking
189.2,192.78,13.11,350.19,1.97,1.49,122.49,163.91,Walking
194.53,196.61,17.34,345.51,1.58,2.21,131.63,146.48,Walking
194.32,203.75,17.12,350.65,2.9,2.85,148.03,145.35,Walking
198.24,205.4,18.1,1.29,8.26,1.37,133.77,164.36,Walking
202.33,206.27,17.57,3.16,8.63,359.99,144.92,169.74,Walking
201.97,207.2,18.84,5.0,8.14,358.51,160.06,171.73,Walking
204.95,215.81,11.37,359.66,8.74,356.38,170.09,172.91,Walking
203.37,212.74,14.17,2.9,8.09,355.99,181.3,172.98,Walking
197.8,210.8,14.72,3.27,7.79,354.38,182.52,174.16,Walking
200.88,216.14,11.56,359.68,7.7,353.43,180.15,170.04,Walking
198.36,211.4,12.72,359.66,7.59,352.12,174.07,169.47,Walking
195.29,193.5,12.79,355.17,5.1,351.63,176.33,163.99,Walking
188.43,190.97,9.64,354.8,5.02,352.89,165.66,152.88,Walking
186.93,188.75,8.26,354.29,1.53,356.43,178.37,133.53,Walking
194.54,192.8,8.85,353.61,0.95,359.94,124.61,176.55,Walking
190.37,190.98,4.74,353.9,0.02,359.34,160.42,151.63,Walking
183.23,188.35,356.89,357.17,0.59,359.38,169.02,134.39,Walking
185.4,194.69,357.65,353.56,0.33,359.45,167.16,140.12,Walking
198.4,202.82,357.37,349.22,0.78,0.84,156.16,139.4,Walking
204.24,201.97,356.69,351.82,359.37,359.96,162.24,156.41,Walking
208.42,203.16,354.09,352.44,2.33,0.66,153.62,162.26,Walking
213.33,202.89,352.15,350.48,357.63,2.62,170.54,168.94,Walking
214.17,199.51,348.94,351.05,355.91,3.55,172.7,176.37,Walking
217.32,208.49,348.08,0.55,357.12,3.92,163.9,189.69,Walking
217.11,200.63,347.88,353.06,4.99,356.82,196.43,192.84,Walking
218.74,212.36,349.75,7.4,0.4,0.26,182.04,176.19,Walking
216.87,212.08,350.36,7.83,356.68,4.16,175.96,170.7,Walking
212.36,210.22,352.87,0.0,352.59,5.23,166.38,177.32,Walking
208.36,208.81,356.48,355.5,1.5,354.71,189.77,154.94,Walking
202.18,203.19,358.88,356.29,357.73,359.64,143.08,182.93,Walking
186.91,196.36,353.97,356.97,2.7,1.59,145.66,146.24,Walking
184.08,193.66,355.43,357.78,2.67,1.39,153.83,158.11,Walking
183.72,191.22,358.22,356.0,0.3,0.48,131.67,167.99,Walking
180.86,189.14,359.1,355.42,0.05,0.54,144.4,151.57,Walking
182.68,188.66,1.58,355.9,2.53,359.64,144.7,156.8,Walking
182.2,190.82,3.99,356.03,5.75,1.11,136.38,162.46,Walking
194.08,185.87,8.3,0.83,6.1,0.33,143.82,168.01,Walking
198.21,192.54,8.94,0.44,3.15,356.78,158.97,172.33,Walking
186.73,185.56,3.6,0.27,359.75,355.04,162.46,174.67,Walking
202.16,185.54,9.84,358.24,354.17,0.58,173.27,160.84,Walking
195.38,180.82,3.74,356.49,355.43,357.9,186.93,153.24,Walking
183.06,172.5,1.05,3.46,1.39,353.78,161.27,169.05,Walking
181.01,167.24,0.37,7.21,1.34,353.7,161.86,167.18,Walking
197.78,191.19,3.85,343.38,358.15,0.05,170.11,148.82,Walking
155.74,149.98,359.87,359.84,354.84,353.44,205.26,195.08,Walking
158.12,156.22,3.48,358.09,358.27,351.15,210.22,191.95,Walking
151.07,151.08,355.93,357.48,359.49,352.51,184.94,194.56,Walking
159.39,151.17,0.68,355.74,7.89,350.38,179.87,184.55,Walking
162.11,156.31,0.06,356.01,358.49,359.16,177.56,197.72,Walking
162.83,160.53,359.44,359.33,4.53,359.29,164.78,202.02,Walking
165.38,153.37,354.89,2.99,353.08,7.34,186.83,197.32,Walking
165.75,157.79,353.53,3.7,355.39,7.04,182.35,206.77,Walking
165.64,166.44,352.4,5.49,356.66,3.05,186.47,228.25,Walking
163.6,170.88,350.99,6.61,358.38,1.25,182.38,231.88,Walking
164.72,169.68,349.91,9.78,359.67,360.0,184.59,228.39,Walking
165.83,167.67,348.25,13.13,1.14,0.17,188.08,219.97,Walking
166.56,167.73,346.87,16.78,3.16,0.85,200.5,205.86,Walking
154.45,171.16,355.01,16.53,3.02,0.43,197.26,209.74,Walking
149.53,170.14,0.82,17.17,0.98,359.16,195.67,205.89,Walking
165.54,171.5,15.46,17.01,2.35,357.87,189.32,199.75,Walking
137.88,172.93,7.18,15.92,2.7,355.6,190.51,194.58,Walking
135.0,177.08,8.63,12.44,4.75,354.69,187.11,186.34,Walking
131.57,177.52,8.69,10.93,6.06,353.26,184.59,184.62,Walking
125.0,172.23,5.4,12.44,6.8,351.81,183.98,182.95,Walking
123.87,176.21,4.79,10.6,7.29,352.14,186.67,184.43,Walking
126.96,170.56,4.09,12.22,9.05,352.44,186.97,188.78,Walking
134.22,168.91,2.94,13.27,9.14,353.93,190.24,190.24,Walking
153.24,173.0,5.05,10.62,7.75,356.79,201.51,184.0,Walking
163.59,170.93,352.04,11.23,7.19,358.21,211.55,186.94,Walking
162.04,168.02,348.34,9.08,4.2,358.35,227.36,185.96,Walking
168.73,171.88,350.99,5.93,1.03,358.13,237.39,191.73,Walking
163.49,172.54,348.17,6.38,0.76,358.43,233.18,195.73,Walking
164.22,172.52,349.29,6.08,359.67,357.65,222.63,210.96,Walking
162.94,165.12,349.15,11.05,359.02,356.56,216.68,219.18,Walking
159.36,161.25,346.45,14.08,359.77,357.47,203.23,212.53,Walking
156.98,166.16,349.9,18.18,0.25,354.96,194.71,216.9,Walking
171.02,174.94,359.23,16.87,1.3,357.41,200.01,199.05,Walking
157.62,155.24,342.13,14.64,355.39,2.89,180.98,171.41,Walking
165.3,150.71,339.23,13.39,353.73,5.14,179.26,166.69,Walking
168.98,148.61,340.72,1.56,4.07,356.48,162.24,196.06,Walking
169.44,149.75,344.2,358.86,0.61,3.05,166.46,201.76,Walking
163.32,151.41,344.54,2.6,354.56,8.35,177.53,193.5,Walking
157.4,155.53,350.13,2.89,1.2,6.85,171.44,208.65,Walking
162.79,155.69,352.23,6.44,0.97,5.38,161.08,217.88,Walking
161.32,159.0,348.12,6.86,3.01,359.09,217.76,180.85,Walking
168.12,165.28,349.21,6.79,359.75,359.64,213.56,207.32,Walking
165.44,164.93,351.11,7.16,0.32,359.18,188.72,215.84,Walking
164.47,167.73,351.04,6.1,0.44,358.66,203.81,228.19,Walking
162.32,166.52,353.68,7.43,359.57,358.33,207.96,223.96,Walking
159.53,168.02,358.38,9.45,359.37,358.83,204.69,211.23,Walking
173.88,168.08,12.67,9.63,1.06,356.08,194.94,218.2,Walking
